officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Kuruguba B.O,761212,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Narayanapur S.O (Gajapati),Parlakhemundi H.O,NA,NA
Kusapada B.O,761012,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Digapahandi S.O,Berhampur(GM) H.O,NA,NA
Kushadhipa B.O,761030,B.O,Delivery,Berhampur,Berhampur,Odisha,Khalikote,Ganjam,ODISHA,NA,Khallikote S.O,Chatrapur H.O,NA,NA
L.N.Pur B.O,761011,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Nuapada S.O,Berhampur(GM) H.O,NA,NA
Labanyagada B.O,761215,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Garabandha S.O,Parlakhemundi H.O,NA,NA
Ladigam B.O,760003,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Gosaninuagam S.O,Berhampur(GM) H.O,NA,NA
Laduru B.O,761015,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Mohana S.O,Parlakhemundi H.O,NA,NA
Lalusahi B.O,761212,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Narayanapur S.O (Gajapati),Parlakhemundi H.O,NA,NA
Langaleswar B.O,761029,B.O,Delivery,Berhampur,Berhampur,Odisha,Khallikote,Ganjam,ODISHA,NA,Khallikote RS S.O,Chatrapur H.O,NA,NA
Lanjipalli S.O,760008,S.O,Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,0680-2203811,NA,Berhampur(GM) H.O,NA,NA
Lathi B.O,760002,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Berhampur City S.O,Berhampur(GM) H.O,NA,NA
Laxmipur B.O,761212,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Narayanapur S.O (Gajapati),Parlakhemundi H.O,NA,NA
Laxmipur B.O,761003,B.O,Delivery,Berhampur,Berhampur,Odisha,Purushottampur,Ganjam,ODISHA,NA,Bhatakumarada S.O,Chatrapur H.O,NA,NA
Liligada B.O,761015,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Mohana S.O,Parlakhemundi H.O,NA,NA
Loba B.O,761016,B.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,NA,R.Udayagiri S.O,Parlakhemundi H.O,NA,NA
Lochapada B.O,761001,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Nimakhandi S.O,Berhampur(GM) H.O,NA,NA
Luhagudi B.O,761015,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Mohana S.O,Parlakhemundi H.O,NA,NA
Madhabandha B.O,761010,B.O,Delivery,Berhampur,Berhampur,Odisha,Chikiti,Ganjam,ODISHA,NA,Chikiti S.O,Berhampur(GM) H.O,NA,NA
Madhupalli B.O,761105,B.O,Delivery,Berhampur,Berhampur,Odisha,Chhatrapur,Ganjam,ODISHA,NA,Polosara S.O,Chatrapur H.O,NA,NA
Madhuruchua B.O,761028,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Rambha S.O,Chatrapur H.O,NA,NA
Madhusudanpur B.O,761211,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Uppalada S.O,Parlakhemundi H.O,NA,NA
Mahanadapur B.O,761026,B.O,Delivery,Berhampur,Berhampur,Odisha,Chhatrapur,Ganjam,ODISHA,NA,Ganjam S.O,Chatrapur H.O,NA,NA
Mahendragada B.O,761017,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Chandragiri S.O,Parlakhemundi H.O,NA,NA
Malasapadar B.O,761015,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Mohana S.O,Parlakhemundi H.O,NA,NA
Mallada B.O,761027,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Humma S.O,Chatrapur H.O,NA,NA
Mandarada B.O,761209,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Khariaguda S.O,Berhampur(GM) H.O,NA,NA
Mandimera B.O,761217,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Odava S.O,Parlakhemundi H.O,NA,NA
Mangarajpur B.O,761016,B.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,NA,R.Udayagiri S.O,Parlakhemundi H.O,NA,NA
Manikyapur B.O,761042,B.O,Delivery,Berhampur,Berhampur,Odisha,Jarada,Ganjam,ODISHA,NA,Bomokei S.O,Berhampur(GM) H.O,NA,NA
Mantridi B.O,761008,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Golanthara S.O,Berhampur(GM) H.O,NA,NA
Mardakote B.O,761032,B.O,Delivery,Berhampur,Berhampur,Odisha,Kodala,Ganjam,ODISHA,NA,Kodala S.O,Chatrapur H.O,NA,NA
Mardamekha B.O,761032,B.O,Delivery,Berhampur,Berhampur,Odisha,Kodala,Ganjam,ODISHA,NA,Kodala S.O,Chatrapur H.O,NA,NA
Markandi B.O,760003,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Gosaninuagam S.O,Berhampur(GM) H.O,NA,NA
Marlaba B.O,761213,B.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,NA,Rayagada S.O,Parlakhemundi H.O,NA,NA
Mathasarasingi B.O,761032,B.O,Delivery,Berhampur,Berhampur,Odisha,Kodala,Ganjam,ODISHA,NA,Kodala S.O,Chatrapur H.O,NA,NA
Mathura B.O,761030,B.O,Delivery,Berhampur,Berhampur,Odisha,Khallikote,Ganjam,ODISHA,NA,Khallikote S.O,Chatrapur H.O,NA,NA
Mathura B.O,761105,B.O,Delivery,Berhampur,Berhampur,Odisha,Kodala,Ganjam,ODISHA,NA,Polosara S.O,Chatrapur H.O,NA,NA
Matikhalo S.O,761045,S.O,Delivery,Berhampur,Berhampur,Odisha,Chhatrapur,Ganjam,ODISHA,06811-263181,NA,Chatrapur H.O,NA,NA
Maulabhanja B.O,761012,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Digapahandi S.O,Berhampur(GM) H.O,NA,NA
Medical College S.O (Ganjam),760004,S.O,Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,0680-2292821,NA,Berhampur(GM) H.O,NA,NA
Mendrajpur B.O,761008,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Golanthara S.O,Berhampur(GM) H.O,NA,NA
Military Lines S.O,760001,S.O,Non-Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,0680-2203679,NA,Berhampur(GM) H.O,NA,NA
Minchinipatana S.O,761028,S.O,Non-Delivery,Berhampur,Berhampur,Odisha,Chhatrapur,Ganjam,ODISHA,06810-257339,NA,Chatrapur H.O,NA,NA
Mochamera B.O,761211,B.O,Delivery,Berhampur,Berhampur,Odisha,Parlakhemundi,Gajapati,ODISHA,NA,Uppalada S.O,Parlakhemundi H.O,NA,NA
Mohana S.O,761015,S.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,06816-258321,NA,Parlakhemundi H.O,NA,NA
Mohuda B.O,760002,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Berhampur City S.O,Berhampur(GM) H.O,NA,NA
Moisanpur B.O,761004,B.O,Delivery,Berhampur,Berhampur,Odisha,Chikiti,Ganjam,ODISHA,NA,Patrapur S.O,Berhampur(GM) H.O,NA,NA
Morabai B.O,761043,B.O,Delivery,Berhampur,Berhampur,Odisha,Purusottampur,Ganjam,ODISHA,NA,Pandia S.O,Chatrapur H.O,NA,NA
Mudumudia B.O,761015,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Mohana S.O,Parlakhemundi H.O,NA,NA
Mundala B.O,761032,B.O,Delivery,Berhampur,Berhampur,Odisha,Kodala,Ganjam,ODISHA,NA,Kodala S.O,Chatrapur H.O,NA,NA
Mundapata B.O,761042,B.O,Delivery,Berhampur,Berhampur,Odisha,Jarada,Ganjam,ODISHA,NA,Bomokei S.O,Berhampur(GM) H.O,NA,NA
Municipentho B.O,761026,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Ganjam S.O,Chatrapur H.O,NA,NA
Munisingi B.O,761207,B.O,Delivery,Berhampur,Berhampur,Odisha,Parlakhemundi,Gajapati,ODISHA,NA,Gumma S.O (Gajapati),Parlakhemundi H.O,NA,NA
Nabeen S.O,760009,S.O,Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,0680-2251711,NA,Berhampur(GM) H.O,NA,NA
Naikanipalli B.O,761031,B.O,Delivery,Berhampur,Berhampur,Odisha,Kodala,Ganjam,ODISHA,NA,Beguniapada S.O,Chatrapur H.O,NA,NA
Nalaghat B.O,761217,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Odava S.O,Parlakhemundi H.O,NA,NA
Nalihada B.O,761054,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Ballipada S.O,Berhampur(GM) H.O,NA,NA
Namagari B.O,761211,B.O,Delivery,Berhampur,Berhampur,Odisha,Parlakhemundi,Gajapati,ODISHA,NA,Uppalada S.O,Parlakhemundi H.O,NA,NA
Narayanapur B.O,761002,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Gopalpur S.O (Ganjam),Berhampur(GM) H.O,NA,NA
Narayanapur B.O,761209,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Khariaguda S.O,Berhampur(GM) H.O,NA,NA
Narayanapur S.O (Gajapati),761212,S.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,06815-287428,NA,Parlakhemundi H.O,NA,NA
Narendrappur B.O,761007,B.O,Delivery,Berhampur,Berhampur,Odisha,Chhatrapur,Ganjam,ODISHA,NA,Padmanavapur S.O,Berhampur(GM) H.O,NA,NA
Narendrapur B.O,760007,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Berhampur University S.O,Berhampur(GM) H.O,NA,NA
Nimakhandi Pentho B.O,761055,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Bissmagiri S.O,Berhampur(GM) H.O,NA,NA
Nimakhandi S.O,761001,S.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,0680-2223611,NA,Berhampur(GM) H.O,NA,NA
Nuagada S.O,761214,S.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,06817-242512,NA,Parlakhemundi H.O,NA,NA
Nuagaon B.O,761010,B.O,Delivery,Berhampur,Berhampur,Odisha,Chikiti,Ganjam,ODISHA,NA,Chikiti S.O,Berhampur(GM) H.O,NA,NA
Nuapada S.O,761011,S.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,06814-268521,NA,Berhampur(GM) H.O,NA,NA
Nuapentho B.O,761037,B.O,Delivery,Berhampur,Berhampur,Odisha,Jarada,Ganjam,ODISHA,NA,Surangi S.O,Berhampur(GM) H.O,NA,NA
Odasingi B.O,761007,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Padmanavapur S.O,Berhampur(GM) H.O,NA,NA
Odava S.O,761217,S.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,06816-259621,NA,Parlakhemundi H.O,NA,NA
Ollarigada B.O,761100,B.O,Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,NA,Kukudakhandi S.O,Berhampur(GM) H.O,NA,NA
P.Govindapur B.O,761014,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Pudamari S.O,Berhampur(GM) H.O,NA,NA
Padadigi B.O,761037,B.O,Delivery,Berhampur,Berhampur,Odisha,Jarada,Ganjam,ODISHA,NA,Surangi S.O,Berhampur(GM) H.O,NA,NA
Padmanavapur S.O,761007,S.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,06814-247121,NA,Berhampur(GM) H.O,NA,NA
Padmapur B.O,760003,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Gosaninuagam S.O,Berhampur(GM) H.O,NA,NA
Paladhuapalli B.O,761028,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Rambha S.O,Chatrapur H.O,NA,NA
Palasi B.O,761001,B.O,Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,NA,Nimakhandi S.O,Berhampur(GM) H.O,NA,NA
Pallibandha B.O,761026,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Ganjam S.O,Chatrapur H.O,NA,NA
Palur B.O,761027,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Humma S.O,Chatrapur H.O,NA,NA
Panada B.O,761055,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Bissmagiri S.O,Berhampur(GM) H.O,NA,NA
Panchama B.O,761008,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Golanthara S.O,Berhampur(GM) H.O,NA,NA
Pandarakhalli B.O,761043,B.O,Delivery,Berhampur,Berhampur,Odisha,Purushottampur,Ganjam,ODISHA,NA,Pandia S.O,Chatrapur H.O,NA,NA
Pandia S.O,761043,S.O,Delivery,Berhampur,Berhampur,Odisha,Purushottampur,Ganjam,ODISHA,06810-2356754,NA,Chatrapur H.O,NA,NA
Pandiripada B.O,761105,B.O,Delivery,Berhampur,Berhampur,Odisha,Chhatrapur,Ganjam,ODISHA,NA,Polosara S.O,Chatrapur H.O,NA,NA
Panditgam B.O,761029,B.O,Delivery,Berhampur,Berhampur,Odisha,Khallikote,Ganjam,ODISHA,NA,Khallikote RS S.O,Chatrapur H.O,NA,NA
Panigonda B.O,761217,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Odava S.O,Parlakhemundi H.O,NA,NA
Panigrahipentho S.O,760006,S.O,Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,0680-2270181,NA,Berhampur(GM) H.O,NA,NA
Paralakhemundi Bus Stand S.O,761200,S.O,Non-Delivery,Berhampur,Berhampur,Odisha,Parlakhemundi,Gajapati,ODISHA,06815-222380,NA,Parlakhemundi H.O,NA,NA
Parida B.O,761208,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Kharada S.O,Parlakhemundi H.O,NA,NA
Parimal B.O,761016,B.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,NA,R.Udayagiri S.O,Parlakhemundi H.O,NA,NA
Parisola B.O,761213,B.O,Delivery,Berhampur,Berhampur,Odisha,R.Udaygiri,Gajapati,ODISHA,NA,Rayagada S.O,Parlakhemundi H.O,NA,NA
Parisola B.O,761016,B.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,NA,R.Udayagiri S.O,Parlakhemundi H.O,NA,NA
Park Street S.O,760002,S.O,Non-Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,0680-2204721,NA,Berhampur(GM) H.O,NA,NA
Parlakhemundi H.O,761200,H.O,Delivery,Berhampur,Berhampur,Odisha,Parlakhemundi,Gajapati,ODISHA,06815-222266,NA,NA,NA,NA
Pathara B.O,761029,B.O,Delivery,Berhampur,Berhampur,Odisha,Khalikote,Ganjam,ODISHA,NA,Khallikote RS S.O,Chatrapur H.O,NA,NA
Patiguda B.O,761014,B.O,Delivery,Berhampur,Berhampur,Odisha,Parlakhemundi,Gajapati,ODISHA,NA,Pudamari S.O,Berhampur(GM) H.O,NA,NA
Patikota B.O,761211,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Uppalada S.O,Parlakhemundi H.O,NA,NA
Patrapur S.O,761004,S.O,Delivery,Berhampur,Berhampur,Odisha,Jarada,Ganjam,ODISHA,0680-2642221,NA,Berhampur(GM) H.O,NA,NA
Pedakotturu B.O,761215,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Garabandha S.O,Parlakhemundi H.O,NA,NA
Phasi B.O,761032,B.O,Delivery,Berhampur,Berhampur,Odisha,Kodala,Ganjam,ODISHA,NA,Kodala S.O,Chatrapur H.O,NA,NA
Phasiguda B.O,761055,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Bissmagiri S.O,Berhampur(GM) H.O,NA,NA
Phulta B.O,760003,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Gosaninuagam S.O,Berhampur(GM) H.O,NA,NA
Pindkii B.O,761015,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Mohana S.O,Parlakhemundi H.O,NA,NA
Pitatoli B.O,761010,B.O,Delivery,Berhampur,Berhampur,Odisha,Chikiti,Ganjam,ODISHA,NA,Chikiti S.O,Berhampur(GM) H.O,NA,NA
Podapadar B.O,761026,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Ganjam S.O,Chatrapur H.O,NA,NA
Poirasi B.O,761019,B.O,Delivery,Berhampur,Berhampur,Odisha,Purushottampur,Ganjam,ODISHA,NA,Pratapur S.O (Ganjam),Chatrapur H.O,NA,NA
Polango B.O,761028,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Rambha S.O,Chatrapur H.O,NA,NA
Polasara Nimina B.O,761105,B.O,Delivery,Berhampur,Berhampur,Odisha,Chhatrapur,Ganjam,ODISHA,NA,Polosara S.O,Chatrapur H.O,NA,NA
Polosara S.O,761105,S.O,Delivery,Berhampur,Berhampur,Odisha,Kodala,Ganjam,ODISHA,06810-282221,NA,Chatrapur H.O,NA,NA
Pothara B.O,761212,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Narayanapur S.O (Gajapati),Parlakhemundi H.O,NA,NA
Pottalmpur B.O,761026,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Ganjam S.O,Chatrapur H.O,NA,NA
Pratapur S.O (Ganjam),761019,S.O,Delivery,Berhampur,Berhampur,Odisha,Purushottampur,Ganjam,ODISHA,06811-275354,NA,Chatrapur H.O,NA,NA
Premnagar S.O (Ganjam),760002,S.O,Non-Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,0680-2642221,NA,Berhampur(GM) H.O,NA,NA
Pudamari S.O,761014,S.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,06814-249521,NA,Berhampur(GM) H.O,NA,NA
Puhundi B.O,761209,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Khariaguda S.O,Berhampur(GM) H.O,NA,NA
Puruna Berhampur B.O,760002,B.O,Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,NA,Berhampur City S.O,Berhampur(GM) H.O,NA,NA
Purushottampur Nbs B.O,761018,B.O,Non-Delivery,Berhampur,Berhampur,Odisha,Purusottampur,Ganjam,ODISHA,NA,Purushottampur S.O,Chatrapur H.O,NA,NA
Purushottampur S.O,761018,S.O,Delivery,Berhampur,Berhampur,Odisha,Purushottampur,Ganjam,ODISHA,06811-275141,NA,Chatrapur H.O,NA,NA
Pustapur B.O,761031,B.O,Delivery,Berhampur,Berhampur,Odisha,Kodala,Ganjam,ODISHA,NA,Beguniapada S.O,Chatrapur H.O,NA,NA
Puturupada B.O,761016,B.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,NA,R.Udayagiri S.O,Parlakhemundi H.O,NA,NA
R Sitapur B.O,761211,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Uppalada S.O,Parlakhemundi H.O,NA,NA
R.Suvani B.O,761009,B.O,Delivery,Berhampur,Berhampur,Odisha,Golanthara,Ganjam,ODISHA,NA,Girisola S.O,Berhampur(GM) H.O,NA,NA
R.Udayagiri S.O,761016,S.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,06816-240221,NA,Parlakhemundi H.O,NA,NA
Raijhola B.O,761100,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Kukudakhandi S.O,Berhampur(GM) H.O,NA,NA
Rajpur B.O,761026,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Ganjam S.O,Chatrapur H.O,NA,NA
Rama Sanarayanpur B.O,761041,B.O,Delivery,Berhampur,Berhampur,Odisha,Purushottampur,Ganjam,ODISHA,NA,Badakharida S.O,Chatrapur H.O,NA,NA
Ramagiri B.O,761016,B.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,NA,R.Udayagiri S.O,Parlakhemundi H.O,NA,NA
Rambha S.O,761028,S.O,Delivery,Berhampur,Berhampur,Odisha,Rambha,Ganjam,ODISHA,06810-278322,NA,Chatrapur H.O,NA,NA
Ramchandrapur B.O,761010,B.O,Delivery,Berhampur,Berhampur,Odisha,Chikiti,Ganjam,ODISHA,NA,Chikiti S.O,Berhampur(GM) H.O,NA,NA
Rampa B.O,761010,B.O,Delivery,Berhampur,Berhampur,Odisha,Chikiti,Ganjam,ODISHA,NA,Chikiti S.O,Berhampur(GM) H.O,NA,NA
Ranadevi B.O,761211,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Uppalada S.O,Parlakhemundi H.O,NA,NA
Ranajhali B.O,761018,B.O,Delivery,Berhampur,Berhampur,Odisha,Purushottampur,Ganjam,ODISHA,NA,Purushottampur S.O,Chatrapur H.O,NA,NA
Ranalai B.O,761017,B.O,Delivery,Berhampur,Berhampur,Odisha,Mohana,Gajapati,ODISHA,NA,Chandragiri S.O,Parlakhemundi H.O,NA,NA
Randiba B.O,761016,B.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,NA,R.Udayagiri S.O,Parlakhemundi H.O,NA,NA
Rangailunda B.O,760007,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Berhampur University S.O,Berhampur(GM) H.O,NA,NA
Rangipur B.O,760003,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Gosaninuagam S.O,Berhampur(GM) H.O,NA,NA
Ranipeta B.O,761201,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Station Road Paralakhemundi S.O,Parlakhemundi H.O,NA,NA
Rasibad B.O,761212,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Narayanapur S.O (Gajapati),Parlakhemundi H.O,NA,NA
Rayagada S.O,761213,S.O,Delivery,Berhampur,Berhampur,Odisha,Rayagada,Gajapati,ODISHA,06815-286301,NA,Parlakhemundi H.O,NA,NA
Rondha B.O,761008,B.O,Delivery,Berhampur,Berhampur,Odisha,Berhampur,Ganjam,ODISHA,NA,Golanthara S.O,Berhampur(GM) H.O,NA,NA
Rukunigam B.O,761026,B.O,Delivery,Berhampur,Berhampur,Odisha,Chatrapur,Ganjam,ODISHA,NA,Ganjam S.O,Chatrapur H.O,NA,NA
S.B.Jagadevpur B.O,761209,B.O,Delivery,Berhampur,Berhampur,Odisha,Jarada,Ganjam,ODISHA,NA,Khariaguda S.O,Berhampur(GM) H.O,NA,NA
S.B.Pentho B.O,761037,B.O,Delivery,Berhampur,Berhampur,Odisha,Jarada,Ganjam,ODISHA,NA,Surangi S.O,Berhampur(GM) H.O,NA,NA
Sabara B.O,761215,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Garabandha S.O,Parlakhemundi H.O,NA,NA
Sabarapalli B.O,761016,B.O,Delivery,Berhampur,Berhampur,Odisha,R.Udaygiri,Gajapati,ODISHA,NA,R.Udayagiri S.O,Parlakhemundi H.O,NA,NA
Sabulia B.O,761028,B.O,Delivery,Berhampur,Berhampur,Odisha,Rambha,Ganjam,ODISHA,NA,Rambha S.O,Chatrapur H.O,NA,NA
Sahadev Tikirapada B.O,761055,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Bissmagiri S.O,Berhampur(GM) H.O,NA,NA
Sahapur B.O,761003,B.O,Delivery,Berhampur,Berhampur,Odisha,Purusottampur,Ganjam,ODISHA,NA,Bhatakumarada S.O,Chatrapur H.O,NA,NA
Sahaspur B.O,761012,B.O,Delivery,Berhampur,Berhampur,Odisha,Digapahandi,Ganjam,ODISHA,NA,Digapahandi S.O,Berhampur(GM) H.O,NA,NA
Sailada B.O,761211,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Uppalada S.O,Parlakhemundi H.O,NA,NA
Samantiapalli B.O,761004,B.O,Delivery,Berhampur,Berhampur,Odisha,Chikiti,Ganjam,ODISHA,NA,Patrapur S.O,Berhampur(GM) H.O,NA,NA
Sambalapur (GM) B.O,761016,B.O,Delivery,Berhampur,Berhampur,Odisha,R.udayagiri,Gajapati,ODISHA,NA,R.Udayagiri S.O,Parlakhemundi H.O,NA,NA
Sandhamula B.O,761035,B.O,Delivery,Berhampur,Berhampur,Odisha,Khallikote,Ganjam,ODISHA,NA,Sumandala S.O,Chatrapur H.O,NA,NA
Sankarapur S.O,760006,S.O,Non-Delivery,Berhampur,Berhampur,Odisha,Brahmapur Sadar,Ganjam,ODISHA,0680-2223665,NA,Berhampur(GM) H.O,NA,NA
Sankuda B.O,761035,B.O,Delivery,Berhampur,Berhampur,Odisha,Khallikote,Ganjam,ODISHA,NA,Sumandala S.O,Chatrapur H.O,NA,NA
Sansada B.O,761212,B.O,Delivery,Berhampur,Berhampur,Odisha,Paralakhemundi,Gajapati,ODISHA,NA,Narayanapur S.O (Gajapati),Parlakhemundi H.O,NA,NA
Santoshpur B.O,761004,B.O,Delivery,Berhampur,Berhampur,Odisha,Chikiti,Ganjam,ODISHA,NA,Patrapur S.O,Berhampur(GM) H.O,NA,NA
